Sentence #,Word,POS,Tag
,off,0,O
,the,0,O
,coast,0,O
,of,0,O
,Greece,0,O
,",",0,O
,a,0,O
,violent,0,O
,tempest,0,O
,arose,0,O
,in,0,O
,which,0,O
,the,0,O
,ship,0,O
,was,0,O
,wrecked,0,O
,and,0,O
,he,0,O
,",",0,O
,his,0,O
,Monkey,0,B-per
,",",0,O
,and,0,O
,all,0,O
,the,0,O
,crew,0,O
,were,0,O
,obliged,0,O
,to,0,O
,swim,0,O
,for,0,O
,their,0,O
,lives,0,O
,.,0,O
Sentence: 3,A,0,O
,Dolphin,0,B-per
,saw,0,O
,the,0,O
,Monkey,0,B-per
,contending,0,O
,with,0,O
,the,0,O
,waves,0,O
,",",0,O
,and,0,O
,supposing,0,O
,him,0,O
,to,0,O
,be,0,O
,a,0,O
,man,0,O
,(,0,O
,whom,0,O
,he,0,O
,is,0,O
,always,0,O
,said,0,O
,to,0,O
,befriend,0,O
,),0,O
,",",0,O
,came,0,O
,and,0,O
,placed,0,O
,himself,0,O
,under,0,O
,him,0,O
,",",0,O
,to,0,O
,convey,0,O
,him,0,O
,on,0,O
,his,0,O
,back,0,O
,in,0,O
,safety,0,O
,to,0,O
,the,0,O
,shore,0,O
,.,0,O
Sentence: 4,When,0,O
,the,0,O
,Dolphin,0,B-per
,arrived,0,O
,with,0,O
,his,0,O
,burden,0,O
,in,0,O
,sight,0,O
,of,0,O
,land,0,O
,not,0,O
,far,0,O
,from,0,O
,Athens,0,O
,",",0,O
,he,0,O
,asked,0,O
,the,0,O
,Monkey,0,B-per
,if,0,O
,he,0,O
,were,0,O
,an,0,O
,Athenian,0,O
,.,0,O
Sentence: 5,The,0,O
,latter,0,O
,replied,0,O
,that,0,O
,he,0,O
,was,0,O
,",",0,O
,and,0,O
,that,0,O
,he,0,O
,was,0,O
,descended,0,O
,from,0,O
,one,0,O
,of,0,O
,the,0,O
,most,0,O
,noble,0,O
,families,0,O
,in,0,O
,that,0,O
,city,0,O
,.,0,O
Sentence: 6,The,0,O
,Dolphin,0,B-per
,then,0,O
,inquired,0,O
,if,0,O
,he,0,O
,knew,0,O
,the,0,O
,Piraeus,0,O
,(,0,O
,the,0,O
,famous,0,O
,harbor,0,O
,of,0,O
,Athens,0,O
,),0,O
,.,0,O
Sentence: 7,Supposing,0,O
,that,0,O
,a,0,O
,man,0,O
,was,0,O
,meant,0,O
,",",0,O
,the,0,O
,Monkey,0,B-per
,answered,0,O
,that,0,O
,he,0,O
,knew,0,O
,him,0,O
,very,0,O
,well,0,O
,and,0,O
,that,0,O
,he,0,O
,was,0,O
,an,0,O
,intimate,0,O
,friend,0,O
,.,0,O
Sentence: 8,The,0,O
,Dolphin,0,B-per
,",",0,O
,indignant,0,O
,at,0,O
,these,0,O
,falsehoods,0,O
,",",0,O
,dipped,0,O
,the,0,O
,Monkey,0,B-per
,under,0,O
,the,0,O
,water,0,O
,and,0,O
,drowned,0,O
,him,0,O
,.,0,O
Sentence: 1,Once,0,O
,upon,0,O
,a,0,O
,time,0,O
,",",0,O
,a,0,O
,buffoon,0,B-per
,came,0,O
,to,0,O
,a,0,O
,village,0,B-per
,and,0,O
,started,0,O
,performing,0,O
,his,0,O
,tricks,0,O
,.,0,O
Sentence: 2,He,0,O
,was,0,O
,very,0,O
,funny,0,O
,and,0,O
,soon,0,O
,became,0,O
,popular,0,O
,among,0,O
,the,0,O
,villagers,0,B-per
,.,0,O
Sentence: 3,One,0,O
,day,0,O
,",",0,O
,the,0,O
,village,0,B-per
,chief,0,B-per
,invited,0,O
,the,0,O
,buffoon,0,B-per
,to,0,O
,his,0,O
,house,0,O
,for,0,O
,dinner,0,O
,.,0,O
Sentence: 4,During,0,O
,the,0,O
,meal,0,O
,",",0,O
,the,0,O
,buffoon,0,B-per
,was,0,O
,served,0,O
,a,0,O
,bowl,0,O
,of,0,O
,hot,0,O
,soup,0,O
,.,0,O
Sentence: 5,The,0,O
,buffoon,0,B-per
,thought,0,O
,it,0,O
,would,0,O
,be,0,O
,funny,0,O
,to,0,O
,play,0,O
,a,0,O
,trick,0,O
,on,0,O
,the,0,O
,chief,0,B-per
,and,0,O
,pretended,0,O
,to,0,O
,burn,0,O
,his,0,O
,mouth,0,O
,with,0,O
,the,0,O
,soup,0,O
,",",0,O
,even,0,O
,though,0,O
,it,0,O
,was,0,O
,not,0,O
,very,0,O
,hot,0,O
,.,0,O
Sentence: 6,The,0,O
,chief,0,B-per
,was,0,O
,not,0,O
,amused,0,O
,and,0,O
,scolded,0,O
,the,0,O
,buffoon,0,B-per
,for,0,O
,his,0,O
,childish,0,O
,behavior,0,O
,.,0,O
Sentence: 7,The,0,O
,buffoon,0,B-per
,realized,0,O
,his,0,O
,mistake,0,O
,and,0,O
,apologized,0,O
,to,0,O
,the,0,O
,chief,0,B-per
,.,0,O
Sentence: 8,From,0,O
,that,0,O
,day,0,O
,on,0,O
,",",0,O
,the,0,O
,buffoon,0,B-per
,stopped,0,O
,playing,0,O
,tricks,0,O
,and,0,O
,started,0,O
,performing,0,O
,his,0,O
,acts,0,O
,with,0,O
,more,0,O
,maturity,0,O
,and,0,O
,professionalism,0,O
,.,0,O
Sentence: 9,The,0,O
,villagers,0,B-per
,were,0,O
,impressed,0,O
,and,0,O
,the,0,O
,buffoon,0,B-per
,became,0,O
,even,0,O
,more,0,O
,popular,0,O
,than,0,O
,before,0,O
,.,0,O
Sentence: 1,A,0,O
,JACKDAW,0,B-per
,",",0,O
,seeing,0,O
,some,0,O
,Doves,0,B-per
,in,0,O
,a,0,O
,cote,0,O
,abundantly,0,O
,provided,0,O
,with,0,O
,food,0,O
,",",0,O
,painted,0,O
,himself,0,O
,white,0,O
,and,0,O
,joined,0,O
,them,0,O
,in,0,O
,order,0,O
,to,0,O
,share,0,O
,their,0,O
,plentiful,0,O
,maintenance,0,O
,.,0,O
Sentence: 2,The,0,O
,Doves,0,B-per
,",",0,O
,as,0,O
,long,0,O
,as,0,O
,he,0,O
,was,0,O
,silent,0,O
,",",0,O
,supposed,0,O
,him,0,O
,to,0,O
,be,0,O
,one,0,O
,of,0,O
,themselves,0,O
,and,0,O
,admitted,0,O
,him,0,O
,to,0,O
,their,0,O
,cote,0,O
,.,0,O
Sentence: 3,But,0,O
,when,0,O
,one,0,O
,day,0,O
,he,0,O
,forgot,0,O
,himself,0,O
,and,0,O
,began,0,O
,to,0,O
,chatter,0,O
,",",0,O
,they,0,O
,discovered,0,O
,his,0,O
,true,0,O
,character,0,O
,and,0,O
,drove,0,O
,him,0,O
,forth,0,O
,",",0,O
,pecking,0,O
,him,0,O
,with,0,O
,their,0,O
,beaks,0,O
,.,0,O
Sentence: 4,Failing,0,O
,to,0,O
,obtain,0,O
,food,0,O
,among,0,O
,the,0,O
,Doves,0,B-per
,",",0,O
,he,0,O
,returned,0,O
,to,0,O
,the,0,O
,Jackdaws,0,O
,.,0,O
Sentence: 5,They,0,O
,too,0,O
,",",0,O
,not,0,O
,recognizing,0,O
,him,0,O
,on,0,O
,account,0,O
,of,0,O
,his,0,O
,color,0,O
,",",0,O
,expelled,0,O
,him,0,O
,from,0,O
,living,0,O
,with,0,O
,them,0,O
,.,0,O
Sentence: 6,So,0,O
,desiring,0,O
,two,0,O
,ends,0,O
,",",0,O
,he,0,O
,obtained,0,O
,neither,0,O
,.,0,O
Sentence: 1,A,0,O
,frog,0,B-per
,invited,0,O
,a,0,O
,crane,0,B-per
,to,0,O
,a,0,O
,meal,0,O
,and,0,O
,served,0,O
,it,0,O
,in,0,O
,a,0,O
,shallow,0,O
,dish,0,O
,.,0,O
Sentence: 2,The,0,O
,crane,0,B-per
,could,0,O
,not,0,O
,eat,0,O
,and,0,O
,begged,0,O
,the,0,O
,frog,0,B-per
,to,0,O
,help,0,O
,him,0,O
,.,0,O
Sentence: 3,The,0,O
,frog,0,B-per
,replied,0,O
,that,0,O
,he,0,O
,would,0,O
,not,0,O
,lift,0,O
,a,0,O
,claw,0,O
,to,0,O
,help,0,O
,one,0,O
,who,0,O
,had,0,O
,not,0,O
,the,0,O
,wits,0,O
,to,0,O
,find,0,O
,a,0,O
,way,0,O
,out,0,O
,of,0,O
,his,0,O
,difficulty,0,O
,for,0,O
,himself,0,O
,.,0,O
Sentence: 4,So,0,O
,the,0,O
,crane,0,B-per
,set,0,O
,to,0,O
,work,0,O
,and,0,O
,improvised,0,O
,a,0,O
,long,0,O
,neck,0,O
,",",0,O
,and,0,O
,so,0,O
,was,0,O
,able,0,O
,to,0,O
,reach,0,O
,the,0,O
,food,0,O
,and,0,O
,eat,0,O
,.,0,O
Sentence: 5,The,0,O
,frog,0,B-per
,then,0,O
,boasted,0,O
,of,0,O
,his,0,O
,sharp,0,O
,wits,0,O
,",",0,O
,but,0,O
,the,0,O
,crane,0,B-per
,replied,0,O
,:,0,O
,'If,0,O
,you,0,O
,were,0,O
,as,0,O
,good,0,O
,as,0,O
,your,0,O
,word,0,O
,",",0,O
,friend,0,O
,",",0,O
,I,0,O
,should,0,O
,now,0,O
,be,0,O
,at,0,O
,the,0,O
,bottom,0,O
,of,0,O
,your,0,O
,well,0,O
,.,0,O
Sentence: 1,A,0,O
,MAN,0,B-per
,had,0,O
,a,0,O
,Wife,0,B-per
,who,0,O
,made,0,O
,herself,0,O
,hated,0,O
,by,0,O
,all,0,O
,the,0,O
,members,0,O
,of,0,O
,his,0,O
,household,0,O
,.,0,O
Sentence: 2,Wishing,0,O
,to,0,O
,find,0,O
,out,0,O
,if,0,O
,she,0,O
,had,0,O
,the,0,O
,same,0,O
,effect,0,O
,on,0,O
,the,0,O
,persons,0,O
,in,0,O
,her,0,O
,father,0,O
,’,0,O
,s,0,O
,house,0,O
,",",0,O
,he,0,O
,made,0,O
,some,0,O
,excuse,0,O
,to,0,O
,send,0,O
,her,0,O
,home,0,O
,on,0,O
,a,0,O
,visit,0,O
,to,0,O
,her,0,O
,father,0,O
,.,0,O
Sentence: 3,After,0,O
,a,0,O
,short,0,O
,time,0,O
,she,0,O
,returned,0,O
,",",0,O
,and,0,O
,when,0,O
,he,0,O
,inquired,0,O
,how,0,O
,she,0,O
,had,0,O
,got,0,O
,on,0,O
,and,0,O
,how,0,O
,the,0,O
,servants,0,O
,had,0,O
,treated,0,O
,her,0,O
,",",0,O
,she,0,O
,replied,0,O
,",",0,O
,“,0,O
,The,0,O
,herdsmen,0,O
,and,0,O
,shepherds,0,O
,cast,0,O
,on,0,O
,me,0,O
,looks,0,O
,of,0,O
,aversion.,0,O
,”,0,O
,He,0,O
,said,0,O
,",",0,O
,“,0,O
,O,0,O
,Wife,0,B-per
,",",0,O
,if,0,O
,you,0,O
,were,0,O
,disliked,0,O
,by,0,O
,those,0,O
,who,0,O
,go,0,O
,out,0,O
,early,0,O
,in,0,O
,the,0,O
,morning,0,O
,with,0,O
,their,0,O
,flocks,0,O
,and,0,O
,return,0,O
,late,0,O
,in,0,O
,the,0,O
,evening,0,O
,",",0,O
,what,0,O
,must,0,O
,have,0,O
,been,0,O
,felt,0,O
,towards,0,O
,you,0,O
,by,0,O
,those,0,O
,with,0,O
,whom,0,O
,you,0,O
,passed,0,O
,the,0,O
,whole,0,O
,day,0,O
,!,0,O
,”,0,O
,Straws,0,O
,show,0,O
,how,0,O
,the,0,O
,wind,0,O
,blows,0,O
,.,0,O
Sentence: 1,A,0,O
,STAG,0,B-per
,asked,0,O
,a,0,O
,Sheep,0,B-per
,to,0,O
,lend,0,O
,him,0,O
,a,0,O
,measure,0,O
,of,0,O
,wheat,0,O
,",",0,O
,and,0,O
,said,0,O
,that,0,O
,the,0,O
,Wolf,0,B-per
,would,0,O
,be,0,O
,his,0,O
,surety,0,O
,.,0,O
Sentence: 2,The,0,O
,Sheep,0,B-per
,",",0,O
,fearing,0,O
,some,0,O
,fraud,0,O
,was,0,O
,intended,0,O
,",",0,O
,excused,0,O
,herself,0,O
,",",0,O
,saying,0,O
,",",0,O
,“,0,O
,The,0,O
,Wolf,0,B-per
,is,0,O
,accustomed,0,O
,to,0,O
,seize,0,O
,what,0,O
,he,0,O
,wants,0,O
,and,0,O
,to,0,O
,run,0,O
,off,0,O
,;,0,O
,and,0,O
,you,0,O
,",",0,O
,too,0,O
,",",0,O
,can,0,O
,quickly,0,O
,outstrip,0,O
,me,0,O
,in,0,O
,your,0,O
,rapid,0,O
,flight,0,O
,.,0,O
Sentence: 3,How,0,O
,then,0,O
,shall,0,O
,I,0,O
,be,0,O
,able,0,O
,to,0,O
,find,0,O
,you,0,O
,",",0,O
,when,0,O
,the,0,O
,day,0,O
,of,0,O
,payment,0,O
,comes,0,O
,?,0,O
,”,0,O
,Two,0,O
,blacks,0,O
,do,0,O
,not,0,O
,make,0,O
,one,0,O
,white,0,O
,.,0,O
Sentence: 1,THE,0,O
,MEMBERS,0,B-per
,of,0,O
,the,0,O
,Body,0,O
,rebelled,0,O
,against,0,O
,the,0,O
,Belly,0,B-per
,",",0,O
,and,0,O
,said,0,O
,",",0,O
,“,0,O
,Why,0,O
,should,0,O
,we,0,O
,be,0,O
,perpetually,0,O
,engaged,0,O
,in,0,O
,administering,0,O
,to,0,O
,your,0,O
,wants,0,O
,",",0,O
,while,0,O
,you,0,O
,do,0,O
,nothing,0,O
,but,0,O
,take,0,O
,your,0,O
,rest,0,O
,",",0,O
,and,0,O
,enjoy,0,O
,yourself,0,O
,in,0,O
,luxury,0,O
,and,0,O
,self-indulgence,0,O
,?,0,O
,”,0,O
,The,0,O
,Members,0,B-per
,carried,0,O
,out,0,O
,their,0,O
,resolve,0,O
,and,0,O
,refused,0,O
,their,0,O
,assistance,0,O
,to,0,O
,the,0,O
,Belly,0,B-per
,.,0,O
Sentence: 2,The,0,O
,whole,0,O
,Body,0,O
,quickly,0,O
,became,0,O
,debilitated,0,O
,",",0,O
,and,0,O
,the,0,O
,hands,0,O
,",",0,O
,feet,0,O
,",",0,O
,mouth,0,O
,",",0,O
,and,0,O
,eyes,0,O
,",",0,O
,when,0,O
,too,0,O
,late,0,O
,",",0,O
,repented,0,O
,of,0,O
,their,0,O
,folly,0,O
,.,0,O
Sentence: 1,Once,0,O
,upon,0,O
,a,0,O
,time,0,O
,",",0,O
,in,0,O
,a,0,O
,grand,0,O
,castle,0,O
,",",0,O
,there,0,O
,lived,0,O
,a,0,O
,king,0,B-per
,who,0,O
,was,0,O
,known,0,O
,for,0,O
,his,0,O
,wisdom,0,O
,.,0,O
Sentence: 2,The,0,O
,king,0,B-per
,had,0,O
,a,0,O
,court,0,B-per
,jester,0,B-per
,who,0,O
,loved,0,O
,to,0,O
,tell,0,O
,jokes,0,O
,and,0,O
,make,0,O
,the,0,O
,king,0,B-per
,laugh,0,O
,.,0,O
Sentence: 3,The,0,O
,jester,0,B-per
,would,0,O
,often,0,O
,play,0,O
,pranks,0,O
,on,0,O
,the,0,O
,other,0,O
,courtiers,0,B-per
,",",0,O
,which,0,O
,sometimes,0,O
,caused,0,O
,trouble,0,O
,.,0,O
Sentence: 4,One,0,O
,day,0,O
,",",0,O
,the,0,O
,jester,0,B-per
,played,0,O
,a,0,O
,prank,0,O
,on,0,O
,the,0,O
,king,0,B-per
,himself,0,O
,",",0,O
,and,0,O
,the,0,O
,king,0,B-per
,was,0,O
,not,0,O
,amused,0,O
,.,0,O
Sentence: 5,The,0,O
,jester,0,B-per
,was,0,O
,worried,0,O
,that,0,O
,he,0,O
,might,0,O
,be,0,O
,punished,0,O
,",",0,O
,but,0,O
,instead,0,O
,of,0,O
,punishing,0,O
,him,0,O
,",",0,O
,the,0,O
,king,0,B-per
,decided,0,O
,to,0,O
,teach,0,O
,him,0,O
,a,0,O
,lesson,0,O
,.,0,O
Sentence: 6,The,0,O
,king,0,B-per
,gave,0,O
,the,0,O
,jester,0,B-per
,a,0,O
,task,0,O
,to,0,O
,perform,0,O
,.,0,O
Sentence: 7,He,0,O
,asked,0,O
,him,0,O
,to,0,O
,find,0,O
,a,0,O
,way,0,O
,to,0,O
,make,0,O
,him,0,O
,laugh,0,O
,without,0,O
,telling,0,O
,a,0,O
,single,0,O
,joke,0,O
,.,0,O
Sentence: 8,The,0,O
,jester,0,B-per
,was,0,O
,puzzled,0,O
,but,0,O
,took,0,O
,on,0,O
,the,0,O
,challenge,0,O
,.,0,O
Sentence: 9,Days,0,O
,went,0,O
,by,0,O
,",",0,O
,and,0,O
,the,0,O
,jester,0,B-per
,tried,0,O
,every,0,O
,possible,0,O
,thing,0,O
,to,0,O
,make,0,O
,the,0,O
,king,0,B-per
,laugh,0,O
,",",0,O
,but,0,O
,nothing,0,O
,worked,0,O
,.,0,O
Sentence: 10,Finally,0,O
,",",0,O
,he,0,O
,decided,0,O
,to,0,O
,try,0,O
,something,0,O
,unusual,0,O
,.,0,O
Sentence: 11,He,0,O
,dressed,0,O
,up,0,O
,as,0,O
,the,0,O
,king,0,B-per
,himself,0,O
,and,0,O
,entered,0,O
,the,0,O
,throne,0,O
,room,0,O
,.,0,O
Sentence: 12,As,0,O
,soon,0,O
,as,0,O
,the,0,O
,king,0,B-per
,saw,0,O
,him,0,O
,",",0,O
,he,0,O
,burst,0,O
,out,0,O
,laughing,0,O
,.,0,O
Sentence: 13,The,0,O
,king,0,B-per
,was,0,O
,impressed,0,O
,with,0,O
,the,0,O
,jester,0,B-per
,'s,0,O
,creativity,0,O
,and,0,O
,rewarded,0,O
,him,0,O
,with,0,O
,a,0,O
,bag,0,O
,of,0,O
,gold,0,O
,coins,0,O
,.,0,O
Sentence: 14,The,0,O
,jester,0,B-per
,learned,0,O
,that,0,O
,sometimes,0,O
,it,0,O
,'s,0,O
,better,0,O
,to,0,O
,think,0,O
,outside,0,O
,the,0,O
,box,0,O
,and,0,O
,be,0,O
,creative,0,O
,to,0,O
,achieve,0,O
,success,0,O
,.,0,O
Sentence: 1,One,0,O
,day,0,O
,",",0,O
,the,0,O
,rabbit,0,B-per
,was,0,O
,bragging,0,O
,about,0,O
,how,0,O
,fast,0,O
,he,0,O
,was,0,O
,to,0,O
,all,0,O
,the,0,O
,animals,0,O
,in,0,O
,the,0,O
,forest,0,O
,.,0,O
Sentence: 2,The,0,O
,tortoise,0,B-per
,",",0,O
,who,0,O
,was,0,O
,tired,0,O
,of,0,O
,hearing,0,O
,the,0,O
,rabbit,0,B-per
,boast,0,O
,",",0,O
,challenged,0,O
,him,0,O
,to,0,O
,a,0,O
,race,0,O
,.,0,O
Sentence: 3,The,0,O
,rabbit,0,B-per
,accepted,0,O
,the,0,O
,challenge,0,O
,",",0,O
,thinking,0,O
,it,0,O
,would,0,O
,be,0,O
,an,0,O
,easy,0,O
,win,0,O
,.,0,O
Sentence: 4,On,0,O
,the,0,O
,day,0,O
,of,0,O
,the,0,O
,race,0,O
,",",0,O
,the,0,O
,rabbit,0,B-per
,took,0,O
,off,0,O
,quickly,0,O
,",",0,O
,leaving,0,O
,the,0,O
,tortoise,0,B-per
,far,0,O
,behind,0,O
,.,0,O
Sentence: 5,Feeling,0,O
,confident,0,O
,",",0,O
,the,0,O
,rabbit,0,B-per
,decided,0,O
,to,0,O
,take,0,O
,a,0,O
,nap,0,O
,under,0,O
,a,0,O
,tree,0,O
,.,0,O
Sentence: 6,Meanwhile,0,O
,",",0,O
,the,0,O
,tortoise,0,B-per
,continued,0,O
,to,0,O
,plod,0,O
,along,0,O
,steadily,0,O
,.,0,O
Sentence: 7,When,0,O
,the,0,O
,rabbit,0,B-per
,woke,0,O
,up,0,O
,",",0,O
,he,0,O
,was,0,O
,surprised,0,O
,to,0,O
,find,0,O
,that,0,O
,the,0,O
,tortoise,0,B-per
,was,0,O
,almost,0,O
,at,0,O
,the,0,O
,finish,0,O
,line,0,O
,.,0,O
Sentence: 8,He,0,O
,ran,0,O
,as,0,O
,fast,0,O
,as,0,O
,he,0,O
,could,0,O
,",",0,O
,but,0,O
,it,0,O
,was,0,O
,too,0,O
,late,0,O
,.,0,O
Sentence: 9,The,0,O
,tortoise,0,B-per
,won,0,O
,the,0,O
,race,0,O
,.,0,O
Sentence: 1,AN,0,O
,EAGLE,0,B-per
,made,0,O
,her,0,O
,nest,0,O
,at,0,O
,the,0,O
,top,0,O
,of,0,O
,a,0,O
,lofty,0,O
,oak,0,O
,;,0,O
,a,0,O
,Cat,0,B-per
,",",0,O
,having,0,O
,found,0,O
,a,0,O
,convenient,0,O
,hole,0,O
,",",0,O
,moved,0,O
,into,0,O
,the,0,O
,middle,0,O
,of,0,O
,the,0,O
,trunk,0,O
,;,0,O
,and,0,O
,a,0,O
,Wild,0,O
,Sow,0,B-per
,",",0,O
,with,0,O
,her,0,O
,young,0,O
,",",0,O
,took,0,O
,shelter,0,O
,in,0,O
,a,0,O
,hollow,0,O
,at,0,O
,its,0,O
,foot,0,O
,.,0,O
Sentence: 2,The,0,O
,Cat,0,B-per
,cunningly,0,O
,resolved,0,O
,to,0,O
,destroy,0,O
,this,0,O
,chance-made,0,O
,colony,0,O
,.,0,O
Sentence: 3,To,0,O
,carry,0,O
,out,0,O
,her,0,O
,design,0,O
,",",0,O
,she,0,O
,climbed,0,O
,to,0,O
,the,0,O
,nest,0,O
,of,0,O
,the,0,O
,Eagle,0,B-per
,",",0,O
,and,0,O
,said,0,O
,",",0,O
,“,0,O
,Destruction,0,O
,is,0,O
,preparing,0,O
,for,0,O
,you,0,O
,",",0,O
,and,0,O
,for,0,O
,me,0,O
,too,0,O
,",",0,O
,unfortunately,0,O
,.,0,O
Sentence: 4,The,0,O
,Wild,0,O
,Sow,0,B-per
,",",0,O
,whom,0,O
,you,0,O
,see,0,O
,daily,0,O
,digging,0,O
,up,0,O
,the,0,O
,earth,0,O
,",",0,O
,wishes,0,O
,to,0,O
,uproot,0,O
,the,0,O
,oak,0,O
,",",0,O
,so,0,O
,she,0,O
,may,0,O
,on,0,O
,its,0,O
,fall,0,O
,seize,0,O
,our,0,O
,families,0,O
,as,0,O
,food,0,O
,for,0,O
,her,0,O
,young.,0,O
,”,0,O
,Having,0,O
,thus,0,O
,frightened,0,O
,the,0,O
,Eagle,0,B-per
,out,0,O
,of,0,O
,her,0,O
,senses,0,O
,",",0,O
,she,0,O
,crept,0,O
,down,0,O
,to,0,O
,the,0,O
,cave,0,O
,of,0,O
,the,0,O
,Sow,0,B-per
,",",0,O
,and,0,O
,said,0,O
,",",0,O
,“,0,O
,Your,0,O
,children,0,O
,are,0,O
,in,0,O
,great,0,O
,danger,0,O
,;,0,O
,for,0,O
,as,0,O
,soon,0,O
,as,0,O
,you,0,O
,go,0,O
,out,0,O
,with,0,O
,your,0,O
,litter,0,O
,to,0,O
,find,0,O
,food,0,O
,",",0,O
,the,0,O
,Eagle,0,B-per
,is,0,O
,prepared,0,O
,to,0,O
,pounce,0,O
,upon,0,O
,one,0,O
,of,0,O
,your,0,O
,little,0,O
,pigs.,0,O
,”,0,O
,Having,0,O
,instilled,0,O
,these,0,O
,fears,0,O
,into,0,O
,the,0,O
,Sow,0,B-per
,",",0,O
,she,0,O
,went,0,O
,and,0,O
,pretended,0,O
,to,0,O
,hide,0,O
,herself,0,O
,in,0,O
,the,0,O
,hollow,0,O
,of,0,O
,the,0,O
,tree,0,O
,.,0,O
Sentence: 5,When,0,O
,night,0,O
,came,0,O
,she,0,O
,went,0,O
,forth,0,O
,with,0,O
,silent,0,O
,foot,0,O
,and,0,O
,obtained,0,O
,food,0,O
,for,0,O
,herself,0,O
,and,0,O
,her,0,O
,kittens,0,O
,",",0,O
,but,0,O
,feigning,0,O
,to,0,O
,be,0,O
,afraid,0,O
,",",0,O
,she,0,O
,kept,0,O
,a,0,O
,lookout,0,O
,all,0,O
,through,0,O
,the,0,O
,day,0,O
,.,0,O
Sentence: 6,Meanwhile,0,O
,",",0,O
,the,0,O
,Eagle,0,B-per
,",",0,O
,full,0,O
,of,0,O
,fear,0,O
,of,0,O
,the,0,O
,Sow,0,B-per
,",",0,O
,sat,0,O
,still,0,O
,on,0,O
,the,0,O
,branches,0,O
,",",0,O
,and,0,O
,the,0,O
,Sow,0,B-per
,",",0,O
,terrified,0,O
,by,0,O
,the,0,O
,Eagle,0,B-per
,",",0,O
,did,0,O
,not,0,O
,dare,0,O
,to,0,O
,go,0,O
,out,0,O
,from,0,O
,her,0,O
,cave,0,O
,.,0,O
Sentence: 7,And,0,O
,thus,0,O
,they,0,O
,both,0,O
,",",0,O
,along,0,O
,with,0,O
,their,0,O
,families,0,O
,",",0,O
,perished,0,O
,from,0,O
,hunger,0,O
,",",0,O
,and,0,O
,afforded,0,O
,ample,0,O
,provision,0,O
,for,0,O
,the,0,O
,Cat,0,B-per
,and,0,O
,her,0,O
,kittens,0,O
,.,0,O
Sentence: 1,Once,0,O
,upon,0,O
,a,0,O
,time,0,O
,",",0,O
,there,0,O
,was,0,O
,a,0,O
,young,0,O
,girl,0,O
